,last_name,first_name,birthday,gender,type,state,party
1439,Tazewell,Littleton,1774-12-17,M,sen,VA,Jackson
1441,Trezvant,James,,M,rep,VA,Jackson
1442,Troup,George,1780-09-08,M,sen,GA,Jackson
1443,Tucker,Starling,,M,rep,SC,Jackson
1445,Wilson,Ephraim,1771-09-15,M,rep,MD,Jackson
1447,Wolf,George,1777-08-12,M,rep,PA,Jackson
1448,Yancey,Joel,1773-10-21,M,rep,KY,Jackson
1449,Adams,Robert,,M,sen,MS,Jackson
1450,Baker,David,1792-09-07,M,sen,IL,Jackson
1451,Poindexter,George,,M,sen,MS,Jackson
1452,Adair,John,1757-01-09,M,rep,KY,Jackson
1453,Alexander,Mark,1792-02-07,M,rep,VA,Jackson
1454,Allen,Robert,1794-07-30,M,rep,VA,Jackson
1456,Anderson,John,1792-07-30,M,rep,ME,Jackson
1457,Angel,William,1790-07-17,M,rep,NY,Jackson
1460,Barbour,John,1790-08-08,M,rep,VA,Jackson
1462,Bates,James,1789-09-24,M,rep,ME,Jackson
1463,Bergen,John,,M,rep,NY,Jackson
1464,Bethune,Lauchlin,1785-04-15,M,rep,NC,Jackson
1465,Bouck,Joseph,1788-07-22,M,rep,NY,Jackson
1466,Branch,John,1782-11-04,M,rep,NC,Jackson
1467,Brodhead,John,1770-10-05,M,rep,NH,Jackson
1468,Bucher,John,1792-12-28,M,rep,PA,Jackson
1469,Buckner,Alexander,,M,sen,MO,Jackson
1471,Carson,Samuel,1798-01-22,M,rep,NC,Jackson
1473,Chandler,Thomas,1772-08-10,M,rep,NH,Jackson
1474,Coke,Richard,1790-11-16,M,rep,VA,Jackson
1481,Crawford,Thomas,1786-11-14,M,rep,PA,Jackson
1483,Dallas,George,1792-07-10,M,sen,PA,Jackson
1484,Daniel,Henry,1786-03-15,M,rep,KY,Jackson
1485,Dayan,Charles,1792-07-08,M,rep,NY,Jackson
1487,Dewart,Lewis,1780-11-14,M,rep,PA,Jackson
1489,Draper,Joseph,1794-12-25,M,rep,VA,Jackson
1490,Drayton,William,1776-12-30,M,rep,SC,Jackson
1491,Evans,Joshua,1777-01-20,M,rep,PA,Jackson
1492,Findlay,James,1770-10-12,M,rep,OH,Jackson
1493,Fitzgerald,William,1799-08-06,M,rep,TN,Jackson
1494,Ford,James,1783-05-04,M,rep,PA,Jackson
1495,Forsyth,John,1780-10-22,M,sen,GA,Jackson
1496,Gaither,Nathan,1788-09-15,M,rep,KY,Jackson
1497,Gilmore,John,1780-02-18,M,rep,PA,Jackson
1498,Hall,William,1775-02-11,M,rep,TN,Jackson
1499,Hammons,Joseph,1787-03-03,M,rep,NH,Jackson
1502,Hill,Isaac,1789-04-06,M,sen,NH,Jackson
1504,Hoffman,Michael,1787-10-11,M,rep,NY,Jackson
1505,Hogan,William,1792-07-17,M,rep,NY,Jackson
1506,Holland,Cornelius,1783-07-09,M,rep,ME,Jackson
1507,Horn,Henry,,M,rep,PA,Jackson
1510,Ihrie,Peter,1796-02-03,M,rep,PA,Jackson
1512,Irvin,William,1779-04-05,M,rep,OH,Jackson
1513,Isacks,Jacob,,M,rep,TN,Jackson
1514,Jewett,Freeborn,1791-08-04,M,rep,NY,Jackson
1515,Johnston,Charles,1795-04-30,M,rep,VA,Jackson
1517,Kane,Elias,1794-06-07,M,sen,IL,Jackson
1519,King,Adam,1783-01-20,M,rep,PA,Jackson
1520,King,John,,M,rep,NY,Jackson
1521,Lamar,Henry,1798-07-10,M,rep,GA,Jackson
1522,Lecompte,Joseph,1797-12-15,M,rep,KY,Jackson
1523,Lent,James,,M,rep,NY,Jackson
1525,Marcy,William,1786-12-12,M,sen,NY,Jackson
1527,McCoy,Robert,,M,rep,PA,Jackson
1528,McCoy,William,,M,rep,VA,Jackson
1530,Mitchell,George,1781-03-03,M,rep,MD,Jackson
1531,Mitchell,Thomas,,M,rep,SC,Jackson
1532,Moore,Gabriel,,M,sen,AL,Jackson
1534,Newnan,Daniel,,M,rep,GA,Jackson
1536,Nuckolls,William,1801-02-23,M,rep,SC,Jackson
1538,Pitcher,Nathaniel,1777-11-30,M,rep,NY,Jackson
1542,Reed,Edward,1793-03-08,M,rep,NY,Jackson
1543,Roane,John,1794-10-31,M,rep,VA,Jackson
1544,Root,Erastus,1773-03-16,M,rep,NY,Jackson
1546,Smith,Samuel,,M,rep,PA,Jackson
1547,Soule,Nathan,,M,rep,NY,Jackson
1550,Stephens,Philander,,M,rep,PA,Jackson
1552,Thompson,Wiley,1781-09-23,M,rep,GA,Jackson
1555,Verplanck,Gulian,1786-08-06,M,rep,NY,Jackson
1557,Weeks,John,1781-03-31,M,rep,NH,Jackson
1563,Adams,John,1778-08-26,M,rep,NY,Jackson
1572,Blair,James,,M,rep,SC,Jackson
1573,Blair,John,1790-09-13,M,rep,TN,Jackson
1574,Bodle,Charles,,M,rep,NY,Jackson
1575,Bouldin,Thomas,,M,rep,VA,Jackson
1579,Cage,Harry,,M,rep,MS,Jackson
1580,Carmichael,Richard,1807-12-25,M,rep,MD,Jackson
1582,Chinn,Joseph,1798-11-16,M,rep,VA,Jackson
1583,Clayton,Augustin,1783-11-27,M,rep,GA,Jackson
1584,Coulter,Richard,,M,rep,PA,Jackson
1588,Day,Rowland,1779-03-06,M,rep,NY,Jackson
1592,Duncan,Joseph,1794-02-22,M,rep,IL,Jackson
1596,Fulton,John,,M,rep,VA,Jackson
1598,Gilmer,George,1790-04-11,M,rep,GA,Jackson
1599,Gordon,William,1787-01-13,M,rep,VA,Jackson
1601,Hall,Thomas,,M,rep,NC,Jackson
1602,Halsey,Nicoll,1782-03-08,M,rep,NY,Jackson
1603,Harper,Joseph,1787-06-21,M,rep,NH,Jackson
1604,Hathaway,Samuel,1780-07-18,M,rep,NY,Jackson
1605,Heath,James,1777-12-21,M,rep,MD,Jackson
1606,Howell,Edward,1792-10-16,M,rep,NY,Jackson
1607,Inge,William,,M,rep,TN,Jackson
1609,Johnson,Noadiah,,M,rep,NY,Jackson
1610,Kavanagh,Edward,1795-04-27,M,rep,ME,Jackson
1612,King,Henry,1790-07-06,M,rep,PA,Jackson
1613,Lawrence,Cornelius,1791-02-28,M,rep,NY,Jackson
1614,Leavitt,Humphrey,1796-06-18,M,rep,OH,Jackson
1617,Lyon,Chittenden,1787-02-22,M,rep,KY,Jackson
1618,Lytle,Robert,1804-05-19,M,rep,OH,Jackson
1619,Mann,Joel,1780-08-01,M,rep,PA,Jackson
1620,Mardis,Samuel,1800-06-12,M,rep,AL,Jackson
1623,McIntire,Rufus,1784-12-19,M,rep,ME,Jackson
1625,McVean,Charles,,M,rep,NY,Jackson
1627,Mitchell,Henry,,M,rep,NY,Jackson
1628,Mitchell,Robert,,M,rep,OH,Jackson
1630,Morgan,John,,M,rep,NY,Jackson
1632,Murphy,John,,M,rep,AL,Jackson
1634,Osgood,Gayton,1797-07-04,M,rep,MA,Jackson
1635,Pierson,Job,1791-09-23,M,rep,NY,Jackson
1636,Plummer,Franklin,,M,rep,MS,Jackson
1637,Pope,Patrick,1806-03-17,M,rep,KY,Jackson
1641,Selden,Dudley,,M,rep,NY,Jackson
1642,Shepley,Ether,1789-11-02,M,sen,ME,Jackson
1644,Slade,Charles,,M,rep,IL,Jackson
1646,Stevenson,Andrew,1784-01-21,M,rep,VA,Jackson
1647,Stoddert,John,1790-10-01,M,rep,MD,Jackson
1653,Van Houten,Isaac,1776-06-04,M,rep,NY,Jackson
1655,Whallon,Reuben,1776-12-07,M,rep,NY,Jackson
1657,Wilde,Richard,1789-09-24,M,rep,GA,Jackson
1662,Anthony,Joseph,1795-06-19,M,rep,PA,Jackson
1663,Ash,Michael,1789-03-05,M,rep,PA,Jackson
1667,Barton,Samuel,1785-07-27,M,rep,NY,Jackson
1668,Bean,Benning,1782-01-09,M,rep,NH,Jackson
1669,Beaumont,Andrew,1790-01-24,M,rep,PA,Jackson
1670,Bockee,Abraham,1784-02-03,M,rep,NY,Jackson
1671,Bovee,Matthias,1793-07-24,M,rep,NY,Jackson
1673,Brown,John,1796-10-11,M,rep,NY,Jackson
1675,Burns,Robert,1792-12-12,M,rep,NH,Jackson
1678,Chapin,Graham,1799-02-10,M,rep,NY,Jackson
1682,Coffee,John,1782-12-03,M,rep,GA,Jackson
1683,Cramer,John,1779-05-17,M,rep,NY,Jackson
1688,Doubleday,Ulysses,1792-12-15,M,rep,NY,Jackson
1689,Dunlap,William,1798-02-25,M,rep,TN,Jackson
1690,Efner,Valentine,1776-05-05,M,rep,NY,Jackson
1691,Ewing,William,1795-08-31,M,sen,IL,Jackson
1692,Farlin,Dudley,1777-09-02,M,rep,NY,Jackson
1694,Fowler,Samuel,1779-10-30,M,rep,NJ,Jackson
1696,Fuller,William,1792-11-24,M,rep,NY,Jackson
1697,Gillet,Ransom,1800-01-27,M,rep,NY,Jackson
1700,Hall,Joseph,1793-06-26,M,rep,ME,Jackson
1704,Harrison,Samuel,,M,rep,PA,Jackson
1705,Hawes,Albert,1804-04-01,M,rep,KY,Jackson
1707,Henderson,Joseph,1791-08-02,M,rep,PA,Jackson
1712,Huntington,Abel,1777-02-21,M,rep,NY,Jackson
1713,Huntsman,Adam,1786-02-11,M,rep,TN,Jackson
1716,Jarvis,Leonard,1781-10-19,M,rep,ME,Jackson
1717,Johnson,Richard,1780-10-17,M,rep,KY,Jackson
1718,Jones,Benjamin,1787-04-13,M,rep,OH,Jackson
1719,Judson,Andrew,1784-11-29,M,rep,CT,Jackson
1720,Kennon,William,1793-05-14,M,rep,OH,Jackson
1722,Kinnard,George,,M,rep,IN,Jackson
1724,Lane,Amos,1778-03-01,M,rep,IN,Jackson
1725,Lansing,Gerrit,1783-08-04,M,rep,NY,Jackson
1726,Laporte,John,1798-11-04,M,rep,PA,Jackson
1729,Lee,Gideon,1778-04-27,M,rep,NY,Jackson
1730,Lee,Joshua,,M,rep,NY,Jackson
1731,Lee,Thomas,1780-11-28,M,rep,NJ,Jackson
1733,Loyall,George,1789-05-29,M,rep,VA,Jackson
1734,Lucas,Edward,1780-10-20,M,rep,VA,Jackson
1735,Mann,Abijah,1793-09-24,M,rep,NY,Jackson
1736,Manning,Richard,1789-05-01,M,rep,SC,Jackson
1737,Mason,John,1799-04-18,M,rep,VA,Jackson
1738,Mason,Moses,1789-06-02,M,rep,ME,Jackson
1739,Mason,William,1786-09-10,M,rep,NY,Jackson
1742,McLene,Jeremiah,,M,rep,OH,Jackson
1743,Miller,Jesse,,M,rep,PA,Jackson
1744,Miller,Rutger,1805-07-28,M,rep,NY,Jackson
1745,Page,Sherman,1779-05-09,M,rep,NY,Jackson
1746,Parker,James,1776-03-03,M,rep,NJ,Jackson
1747,Parks,Gorham,1794-05-27,M,rep,ME,Jackson
1748,Patterson,William,,M,rep,OH,Jackson
1754,Reynolds,Joseph,1785-09-14,M,rep,NY,Jackson
1755,Roane,John,1766-02-09,M,rep,VA,Jackson
1759,Schenck,Ferdinand,1790-02-11,M,rep,NJ,Jackson
1761,Seymour,William,1775-02-22,M,rep,NY,Jackson
1763,Shinn,William,1782-10-24,M,rep,NJ,Jackson
1764,Sickles,Nicholas,1801-09-11,M,rep,NY,Jackson
1769,Sutherland,Joel,1792-02-26,M,rep,PA,Jackson
1771,Thomson,John,1780-11-20,M,rep,OH,Jackson
1772,Turner,James,1783-11-07,M,rep,MD,Jackson
1773,Turrill,Joel,1794-02-22,M,rep,NY,Jackson
1775,Wardwell,Daniel,1791-05-28,M,rep,NY,Jackson
1781,Wildman,Zalmon,1775-02-16,M,rep,CT,Jackson
1782,Dana,Judah,1772-04-25,M,sen,ME,Jackson
1784,Page,John,1787-05-21,M,sen,NH,Jackson
1788,Van Buren,Martin,1782-12-05,M,sen,NY,Jackson
