,last_name,first_name,birthday,gender,type,state,party
360,Hamilton,John,1754-11-25,M,rep,PA,Republican
361,Hanna,John,,M,rep,PA,Republican
364,Kitchell,Aaron,1744-07-10,M,sen,NJ,Republican
366,Lower,Christian,1740-01-07,M,rep,PA,Republican
367,Lucas,John,1758-08-14,M,rep,PA,Republican
368,Magruder,Patrick,,M,rep,MD,Republican
369,McFarlan,Duncan,,M,rep,NC,Republican
370,Mead,Cowles,1776-10-18,M,rep,GA,Republican
371,Meriwether,David,1755-04-10,M,rep,GA,Republican
372,Nicholson,Joseph,1770-05-15,M,rep,MD,Republican
373,Olin,Gideon,1743-11-02,M,rep,VT,Republican
374,Randolph,Thomas,1768-10-01,M,rep,VA,Republican
375,Sailly,Peter,1754-04-20,M,rep,NY,Republican
376,Sandford,Thomas,,M,rep,KY,Republican
377,Schuneman,Martin,1764-02-10,M,rep,NY,Republican
378,Smith,Daniel,1748-10-29,M,sen,TN,Republican
380,Smith,O’Brien,1784-07-31,M,rep,SC,Republican
381,Spalding,Thomas,1774-03-26,M,rep,GA,Republican
382,Stanton,Joseph,1739-07-19,M,rep,RI,Republican
383,Sumter,Thomas,1734-08-14,M,sen,SC,Republican
385,Thompson,Philip,1766-03-26,M,rep,VA,Republican
386,Thruston,Buckner,1763-02-09,M,sen,KY,Republican
388,Walton,Matthew,,M,rep,KY,Republican
389,Whitehill,John,1729-12-11,M,rep,PA,Republican
390,Wickes,Eliphalet,1769-04-01,M,rep,NY,Republican
391,Williams,Nathan,1773-12-19,M,rep,NY,Republican
392,Winston,Joseph,1746-06-17,M,rep,NC,Republican
393,Wynns,Thomas,,M,rep,NC,Republican
394,Milledge,John,,M,sen,GA,Republican
395,Alexander,Evan,,M,rep,NC,Republican
396,Barker,Joseph,1751-10-19,M,rep,MA,Republican
397,Bidwell,Barnabas,1763-08-23,M,rep,MA,Republican
398,Blake,John,1762-12-05,M,rep,NY,Republican
399,Boyle,John,1774-10-28,M,rep,KY,Republican
400,Bradley,Stephen,1754-02-20,M,sen,VT,Republican
402,Carleton,Peter,1755-09-19,M,rep,NH,Republican
403,Claiborne,John,,M,rep,VA,Republican
405,Clay,Joseph,1769-07-24,M,rep,PA,Republican
406,Clinton,George,1771-06-06,M,rep,NY,Republican
407,Crowninshield,Jacob,1770-03-31,M,rep,MA,Republican
408,Darby,Ezra,1768-06-07,M,rep,NJ,Republican
409,Dean,Josiah,1748-03-06,M,rep,MA,Republican
410,Durell,Daniel,1769-07-20,M,rep,NH,Republican
412,Franklin,Jesse,1760-03-24,M,sen,NC,Republican
413,Gardner,Francis,1771-12-27,M,rep,NH,Republican
414,Garnett,James,1770-06-08,M,rep,VA,Republican
416,Gregg,Andrew,1755-06-10,M,sen,PA,Republican
417,Harris,John,1760-09-26,M,rep,NY,Republican
418,Hiester,John,1745-04-09,M,rep,PA,Republican
419,Hoge,William,,M,rep,PA,Republican
420,Humphrey,Reuben,1757-09-02,M,rep,NY,Republican
421,Ilsley,Daniel,1740-05-30,M,rep,MA,Republican
422,Jones,George,1766-02-25,M,sen,GA,Republican
424,Kirkpatrick,William,1769-11-07,M,rep,NY,Republican
425,Knight,Nehemiah,1746-03-23,M,rep,RI,Republican
426,Masters,Josiah,1763-11-22,M,rep,NY,Republican
427,Mathewson,Elisha,1767-04-18,M,sen,RI,Republican
428,McCreery,William,,M,rep,MD,Republican
429,Montgomery,Daniel,1765-10-30,M,rep,PA,Republican
430,Morrow,John,,M,rep,VA,Republican
432,Parker,Nahum,1760-03-04,M,sen,NH,Republican
433,Pugh,John,1761-06-02,M,rep,PA,Republican
434,Richards,Jacob,,M,rep,PA,Republican
435,Riker,Samuel,1743-04-08,M,rep,NY,Republican
436,Russell,John,1772-09-07,M,rep,NY,Republican
437,Sloan,James,,M,rep,NJ,Republican
438,Smith,Jedediah,1770-11-07,M,rep,NH,Republican
439,Smith,John,1752-02-12,M,sen,NY,Republican
440,Story,Joseph,1779-09-18,M,rep,MA,Republican
441,Swart,Peter,1752-07-05,M,rep,NY,Republican
442,Thomas,David,1762-06-11,M,rep,NY,Republican
443,Tiffin,Edward,1766-06-19,M,sen,OH,Republican
444,Trigg,Abram,,M,rep,VA,Republican
445,Van Alen,James,,M,rep,NY,Republican
446,Van Cortlandt,Philip,1749-08-21,M,rep,NY,Republican
447,Verplanck,Daniel,1762-03-19,M,rep,NY,Republican
448,Wilbour,Isaac,1763-04-25,M,rep,RI,Republican
449,Williams,Marmaduke,1774-04-06,M,rep,NC,Republican
450,Wilson,Alexander,,M,rep,VA,Republican
451,Wilson,Nathan,1758-12-23,M,rep,NY,Republican
452,Witherell,James,1759-06-16,M,rep,VT,Republican
453,Meigs,Return,1764-11-17,M,sen,OH,Republican
454,Madison,James,1751-03-16,M,rep,VA,Republican
456,Alston,Lemuel,,M,rep,SC,Republican
457,Anderson,Joseph,1757-11-05,M,sen,TN,Republican
459,Brent,Richard,,M,sen,VA,Republican
460,Brown,John,,M,rep,MD,Republican
461,Calhoun,Joseph,1750-10-22,M,rep,SC,Republican
462,Campbell,Alexander,,M,sen,OH,Republican
467,Cook,Orchard,1763-03-24,M,rep,MA,Republican
468,Cox,James,1753-06-14,M,rep,NJ,Republican
469,Crist,Henry,1764-10-20,M,rep,KY,Republican
472,Gardner,Gideon,1759-05-30,M,rep,MA,Republican
473,Garland,David,1769-09-27,M,rep,VA,Republican
474,German,Obadiah,1766-04-22,M,sen,NY,Republican
475,Griswold,Stanley,1763-11-14,M,sen,OH,Republican
477,Helms,William,1783-09-30,M,rep,NJ,Republican
478,Hiester,Daniel,,M,rep,PA,Republican
480,Holland,James,,M,rep,NC,Republican
481,Howard,Benjamin,,M,rep,KY,Republican
484,Jones,Walter,1745-12-18,M,rep,VA,Republican
485,Kenan,Thomas,1771-02-26,M,rep,NC,Republican
487,Lambert,John,1746-02-24,M,sen,NJ,Republican
488,Leib,Michael,1760-01-08,M,sen,PA,Republican
490,Love,John,,M,rep,VA,Republican
491,Lyon,Matthew,1749-07-14,M,rep,KY,Republican
493,Marion,Robert,,M,rep,SC,Republican
495,McKinley,William,,M,rep,VA,Republican
496,Miller,Pleasant,,M,rep,TN,Republican
497,Mumford,Gurdon,1764-01-29,M,rep,NY,Republican
498,Nelson,Roger,,M,rep,MD,Republican
499,Nicholas,Wilson,1761-01-31,M,rep,VA,Republican
500,Nicholson,John,,M,rep,NY,Republican
502,Porter,John,,M,rep,PA,Republican
504,Richards,Matthias,1758-02-26,M,rep,PA,Republican
505,Robinson,Jonathan,1756-08-11,M,sen,VT,Republican
506,Say,Benjamin,1755-08-28,M,rep,PA,Republican
507,Scudder,John,1759-03-22,M,rep,NJ,Republican
508,Smelt,Dennis,1763-11-23,M,rep,GA,Republican
509,Smith,Samuel,,M,rep,PA,Republican
513,Thompson,John,1749-03-20,M,rep,NY,Republican
515,Van Horne,Archibald,,M,rep,MD,Republican
517,Weakley,Robert,1764-07-20,M,rep,TN,Republican
518,Whiteside,Jenkin,,M,sen,TN,Republican
520,Witherspoon,Robert,1767-01-29,M,rep,SC,Republican
521,Cutts,Charles,1769-01-31,M,sen,NH,Republican
522,Taylor,John,1770-05-04,M,sen,SC,Republican
523,Worthington,Thomas,1773-07-16,M,sen,OH,Republican
524,Bacon,Ezekiel,1776-09-01,M,rep,MA,Republican
526,Bartlett,Josiah,1768-08-29,M,rep,NH,Republican
528,Blackledge,William,,M,rep,NC,Republican
530,Blount,Thomas,1759-05-10,M,rep,NC,Republican
531,Boyd,Adam,1746-03-21,M,rep,NJ,Republican
532,Butler,William,1759-12-17,M,rep,SC,Republican
533,Carr,Francis,1751-12-06,M,rep,MA,Republican
535,Cobb,Howell,1772-08-03,M,rep,GA,Republican
536,Cochran,James,,M,rep,NC,Republican
537,Cooke,Thomas,1778-11-21,M,rep,NY,Republican
538,Crawford,William,1772-02-24,M,sen,GA,Republican
539,Cutts,Richard,1771-06-28,M,rep,MA,Republican
540,Dinsmoor,Samuel,1766-07-01,M,rep,NH,Republican
543,Gannett,Barzillai,1764-06-17,M,rep,MA,Republican
544,Giles,William,1762-08-12,M,sen,VA,Republican
545,Gilman,Nicholas,1755-08-03,M,sen,NH,Republican
546,Gray,Edwin,1743-07-18,M,rep,VA,Republican
547,Green,Isaiah,1761-12-28,M,rep,MA,Republican
548,Hall,Obed,1757-12-23,M,rep,NH,Republican
549,Harper,John,1779-11-02,M,rep,NH,Republican
550,Howell,Jeremiah,1771-08-28,M,sen,RI,Republican
552,Lefever,Joseph,1760-04-03,M,rep,PA,Republican
554,Maxwell,George,1771-05-31,M,rep,NJ,Republican
556,Metcalf,Arunah,1771-08-15,M,rep,NY,Republican
558,Mitchill,Samuel,1764-08-20,M,rep,NY,Republican
559,Montgomery,John,,M,rep,MD,Republican
560,Morgan,James,1756-12-29,M,rep,NJ,Republican
561,Newbold,Thomas,1760-08-02,M,rep,NJ,Republican
562,Paulding,William,1770-03-07,M,rep,NY,Republican
563,Pond,Benjamin,,M,rep,NY,Republican
565,Rodman,William,1757-10-07,M,rep,PA,Republican
566,Sammons,Thomas,1762-10-01,M,rep,NY,Republican
567,Seaver,Ebenezer,1763-07-05,M,rep,MA,Republican
568,Shaw,Samuel,,M,rep,VT,Republican
569,Smilie,John,,M,rep,PA,Republican
570,Smith,George,,M,rep,PA,Republican
571,Stow,Silas,1773-12-21,M,rep,NY,Republican
573,Tallman,Peleg,1764-07-24,M,rep,MA,Republican
574,Tracy,Uri,1764-02-08,M,rep,NY,Republican
575,Turner,Charles,1760-06-20,M,rep,MA,Republican
576,Turner,James,1766-12-20,M,sen,NC,Republican
577,Van Cortlandt,Pierre,1762-08-29,M,rep,NY,Republican
580,Widgery,William,,M,rep,MA,Republican
581,Williams,David,1776-03-08,M,rep,SC,Republican
583,Winn,Richard,,M,rep,SC,Republican
585,Magruder,Allan,,M,sen,LA,Republican
586,Posey,Thomas,1750-07-09,M,sen,LA,Republican
587,Barnett,William,1761-03-04,M,rep,GA,Republican
589,Beall,Reasin,1769-12-03,M,rep,OH,Republican
591,Bibb,William,1781-10-02,M,sen,GA,Republican
593,Bines,Thomas,,M,rep,NJ,Republican
594,Bledsoe,Jesse,1776-04-06,M,sen,KY,Republican
596,Bowen,John,,M,rep,TN,Republican
599,Brown,Robert,1744-12-25,M,rep,PA,Republican
600,Bulloch,William,,M,sen,GA,Republican
601,Butler,Ezra,1763-09-24,M,rep,VT,Republican
603,Cheves,Langdon,1776-09-17,M,rep,SC,Republican
604,Conard,John,,M,rep,PA,Republican
606,Crouch,Edward,1764-11-09,M,rep,PA,Republican
608,Dana,Samuel,1767-06-26,M,rep,MA,Republican
609,Davis,Roger,1762-10-02,M,rep,PA,Republican
611,Dawson,John,,M,rep,VA,Republican
612,Denoyelles,Peter,,M,rep,NY,Republican
614,Duval,William,,M,rep,KY,Republican
616,Evans,David,1769-02-20,M,rep,SC,Republican
617,Farrow,Samuel,,M,rep,SC,Republican
618,Forney,Peter,1756-04-21,M,rep,NC,Republican
619,Franklin,Meshack,,M,rep,NC,Republican
620,Fromentin,Eligius,,M,sen,LA,Republican
623,Gourdin,Theodore,1764-03-20,M,rep,SC,Republican
624,Harris,Thomas,,M,rep,TN,Republican
625,Hasbrouck,Abraham,1773-10-16,M,rep,NY,Republican
626,Hawkins,Joseph,,M,rep,KY,Republican
629,Hopkins,Samuel,1753-04-09,M,rep,KY,Republican
632,Hubbard,Levi,1762-12-19,M,rep,MA,Republican
634,Humphreys,Parry,,M,rep,TN,Republican
635,Hyneman,John,1771-04-25,M,rep,PA,Republican
637,Kennedy,William,1768-07-31,M,rep,NC,Republican
638,Kershaw,John,1765-09-12,M,rep,SC,Republican
639,Lacock,Abner,1770-07-09,M,sen,PA,Republican
640,Lefferts,John,1785-12-17,M,rep,NY,Republican
643,McKim,Alexander,1748-01-10,M,rep,MD,Republican
648,Rea,John,1755-01-27,M,rep,PA,Republican
650,Richardson,William,1774-01-04,M,rep,MA,Republican
654,Skinner,Richard,1778-05-30,M,rep,VT,Republican
656,Smith,Isaac,1761-01-04,M,rep,PA,Republican
657,Smith,John,1750-05-07,M,rep,VA,Republican
660,Stone,David,1770-02-17,M,sen,NC,Republican
661,Tait,Charles,1768-02-01,M,sen,GA,Republican
662,Tannehill,Adamson,1750-05-23,M,rep,PA,Republican
666,Whitehill,James,1762-01-31,M,rep,PA,Republican
667,Whitehill,Robert,1738-07-21,M,rep,PA,Republican
669,Wood,Abiel,1772-07-22,M,rep,MA,Republican
670,Barry,William,1784-02-05,M,sen,KY,Republican
671,Kerr,Joseph,,M,sen,OH,Republican
673,Roberts,Jonathan,1771-08-16,M,sen,PA,Republican
675,Walker,George,,M,sen,KY,Republican
676,Wharton,Jesse,1782-07-29,M,sen,TN,Republican
677,Adgate,Asa,1767-11-17,M,rep,NY,Republican
678,Alexander,John,1777-04-16,M,rep,OH,Republican
680,Avery,Daniel,1766-09-18,M,rep,NY,Republican
682,Baker,Ezra,,M,rep,NJ,Republican
683,Bard,David,,M,rep,PA,Republican
684,Betts,Samuel,1787-06-08,M,rep,NY,Republican
685,Birdsall,James,,M,rep,NY,Republican
689,Brooks,Micah,1775-05-14,M,rep,NY,Republican
691,Burnside,Thomas,1782-07-28,M,rep,PA,Republican
693,Caldwell,James,1770-11-30,M,rep,OH,Republican
694,Campbell,George,1769-02-09,M,sen,TN,Republican
697,Chappell,John,1782-01-19,M,rep,SC,Republican
700,Clark,James,1779-10-15,M,rep,NC,Republican
701,Clarke,Archibald,,M,rep,NY,Republican
702,Clay,Matthew,1754-03-25,M,rep,VA,Republican
703,Clendenin,David,,M,rep,OH,Republican
704,Clopton,John,1756-02-07,M,rep,VA,Republican
705,Conner,Samuel,,M,rep,MA,Republican
707,Crawford,William,,M,rep,PA,Republican
708,Crocheron,Henry,1772-12-26,M,rep,NY,Republican
711,Dickens,Samuel,,M,rep,NC,Republican
713,Findley,William,,M,rep,PA,Republican
714,Fisk,Jonathan,1778-09-26,M,rep,NY,Republican
715,Fletcher,Thomas,1779-10-21,M,rep,KY,Republican
717,Gholson,Thomas,,M,rep,VA,Republican
718,Glasgow,Hugh,1769-09-08,M,rep,PA,Republican
722,Griffin,Isaac,1756-02-27,M,rep,PA,Republican
724,Hahn,John,1776-10-30,M,rep,PA,Republican
726,Hall,Bolling,1767-12-25,M,rep,GA,Republican
727,Hammond,Jabez,1778-08-02,M,rep,NY,Republican
728,Hawes,Aylett,1768-04-21,M,rep,VA,Republican
729,Henderson,Bennett,1784-09-05,M,rep,TN,Republican
733,Hungerford,John,1761-01-02,M,rep,VA,Republican
735,Irwin,Jared,1768-01-19,M,rep,PA,Republican
736,Jackson,John,1777-09-22,M,rep,VA,Republican
739,Kerr,John,1782-08-04,M,rep,VA,Republican
740,Kilbourne,James,1770-10-19,M,rep,OH,Republican
746,Love,William,,M,rep,NC,Republican
748,Lyle,Aaron,1759-11-17,M,rep,PA,Republican
751,Mayrant,William,1816-10-21,M,rep,SC,Republican
752,McKee,Samuel,1774-10-13,M,rep,KY,Republican
753,McLean,John,1785-03-11,M,rep,OH,Republican
755,Moore,Nicholas,1756-07-21,M,rep,MD,Republican
756,Moore,Thomas,,M,rep,SC,Republican
757,Murfree,William,1781-10-02,M,rep,NC,Republican
759,Ormsby,Stephen,,M,rep,KY,Republican
761,Piper,William,1774-01-01,M,rep,PA,Republican
762,Porter,Peter,1773-08-14,M,rep,NY,Republican
763,Powell,Samuel,1776-07-10,M,rep,TN,Republican
764,Schenck,Abraham,1775-01-22,M,rep,NY,Republican
765,Sevier,John,1745-09-23,M,rep,TN,Republican
766,Sharp,Solomon,,M,rep,KY,Republican
770,Stanford,Richard,1767-03-02,M,rep,NC,Republican
777,Taul,Micah,1785-05-14,M,rep,KY,Republican
778,Taylor,John,,M,rep,SC,Republican
779,Telfair,Thomas,1780-03-02,M,rep,GA,Republican
780,Thomas,Isaac,1784-11-04,M,rep,TN,Republican
781,Throop,Enos,1784-08-21,M,rep,NY,Republican
785,Ward,Jonathan,1768-09-21,M,rep,NY,Republican
786,Ward,Thomas,,M,rep,NJ,Republican
790,Willoughby,Westel,1769-11-20,M,rep,NY,Republican
791,Wilson,James,,M,sen,NJ,Republican
792,Wilson,Thomas,,M,rep,PA,Republican
794,Woodward,William,,M,rep,SC,Republican
795,Yancey,Bartlett,1785-02-19,M,rep,NC,Republican
796,Yates,John,1784-02-01,M,rep,NY,Republican
801,Mason,Armistead,1787-08-04,M,sen,VA,Republican
802,Stokes,Montfort,1762-03-12,M,sen,NC,Republican
804,Allen,Heman,1779-02-23,M,rep,VT,Republican
805,Anderson,William,,M,rep,PA,Republican
806,Austin,Archibald,1772-08-11,M,rep,VA,Republican
807,Bellinger,Joseph,,M,rep,SC,Republican
808,Bennet,Benjamin,1764-10-31,M,rep,NJ,Republican
809,Blount,William,,M,rep,TN,Republican
811,Bryan,Joseph,1782-04-09,M,rep,NC,Republican
813,Claiborne,Thomas,1780-05-17,M,rep,TN,Republican
816,Comstock,Oliver,1780-03-01,M,rep,NY,Republican
817,Cook,Zadock,1769-02-18,M,rep,GA,Republican
818,Cruger,Daniel,1780-12-22,M,rep,NY,Republican
821,Desha,Joseph,1768-12-09,M,rep,KY,Republican
822,Drake,John,1782-11-28,M,rep,NY,Republican
823,Ellicott,Benjamin,1765-04-17,M,rep,NY,Republican
824,Eppes,John,1773-04-19,M,sen,VA,Republican
825,Fisk,James,1763-10-04,M,sen,VT,Republican
826,Forney,Daniel,,M,rep,NC,Republican
827,Gage,Joshua,1763-08-07,M,rep,MA,Republican
828,Gilbert,Sylvester,1755-10-20,M,rep,CT,Republican
829,Goodwyn,Peterson,,M,rep,VA,Republican
830,Hale,Salma,1787-03-07,M,rep,NH,Republican
831,Hasbrouck,Josiah,1755-03-05,M,rep,NY,Republican
833,Hitchcock,Peter,1781-10-19,M,rep,OH,Republican
834,Hogg,Samuel,1783-04-18,M,rep,TN,Republican
837,Hunter,William,1754-01-03,M,rep,VT,Republican
839,Irving,William,1766-08-15,M,rep,NY,Republican
840,Kirtland,Dorrance,1770-07-28,M,rep,NY,Republican
841,Lawyer,Thomas,1785-10-14,M,rep,NY,Republican
842,Leake,Walter,1762-05-25,M,sen,MS,Republican
843,Lewis,William,1766-07-04,M,rep,VA,Republican
844,Maclay,William,1765-03-22,M,rep,PA,Republican
845,Marr,George,1779-05-25,M,rep,TN,Republican
847,Middleton,Henry,1770-09-28,M,rep,SC,Republican
848,Morril,David,1772-06-10,M,sen,NH,Republican
849,Mumford,George,,M,rep,NC,Republican
850,Nelson,Thomas,1782-09-27,M,rep,VA,Republican
851,Nesbitt,Wilson,,M,rep,SC,Republican
853,Ogle,Alexander,1766-08-10,M,rep,PA,Republican
856,Owen,James,1784-12-07,M,rep,NC,Republican
858,Pegram,John,1773-11-16,M,rep,VA,Republican
861,Porter,James,1787-04-18,M,rep,NY,Republican
863,Robertson,Thomas,1779-02-27,M,rep,LA,Republican
864,Ross,John,1770-02-24,M,rep,PA,Republican
866,Savage,John,1779-02-22,M,rep,NY,Republican
868,Scudder,Tredwell,1778-01-01,M,rep,NY,Republican
869,Seybert,Adam,1773-05-16,M,rep,PA,Republican
871,Spangler,Jacob,1767-11-28,M,rep,PA,Republican
872,Speed,Thomas,1768-10-25,M,rep,KY,Republican
873,Spencer,John,1788-01-08,M,rep,NY,Republican
875,Storer,Clement,1760-09-20,M,sen,NH,Republican
878,Tallmadge,James,1778-01-28,M,rep,NY,Republican
880,Townsend,George,,M,rep,NY,Republican
881,Tucker,Henry,1780-12-29,M,rep,VA,Republican
883,Whiteside,John,,M,rep,PA,Republican
884,Wilkin,James,,M,rep,NY,Republican
885,Williams,John,1778-01-29,M,sen,TN,Republican
888,Wilson,William,,M,rep,PA,Republican
889,Edwards,Ninian,1775-03-17,M,sen,IL,Republican
891,Palmer,William,1781-09-12,M,sen,VT,Republican
893,Allen,Nathaniel,,M,rep,NY,Republican
894,Anderson,Richard,1788-08-04,M,rep,KY,Republican
895,Archer,Stevenson,1786-10-11,M,rep,MD,Republican
896,Baker,Caleb,,M,rep,NY,Republican
897,Bloomfield,Joseph,1753-10-18,M,rep,NJ,Republican
898,Boden,Andrew,,M,rep,PA,Republican
899,Brevard,Joseph,1766-07-19,M,rep,SC,Republican
900,Brown,James,1766-09-11,M,sen,LA,Republican
901,Brown,William,1779-04-19,M,rep,KY,Republican
902,Brush,Henry,,M,rep,OH,Republican
903,Buffum,Joseph,1784-09-23,M,rep,NH,Republican
904,Burwell,William,1780-03-15,M,rep,VA,Republican
905,Butler,Thomas,1785-04-14,M,rep,LA,Republican
906,Case,Walter,,M,rep,NY,Republican
907,Clagett,Clifton,1762-12-03,M,rep,NH,Republican
908,Clark,Robert,1777-06-12,M,rep,NY,Republican
909,Condit,John,1755-07-08,M,rep,NJ,Republican
910,Crawford,Joel,1783-06-15,M,rep,GA,Republican
911,Crowell,John,1780-09-18,M,rep,AL,Republican
912,Culbreth,Thomas,1786-04-13,M,rep,MD,Republican
913,Cuthbert,John,1788-06-03,M,rep,GA,Republican
915,De Witt,Jacob,1784-10-02,M,rep,NY,Republican
916,Dowse,Edward,1756-10-22,M,rep,MA,Republican
917,Earle,Elias,1762-06-19,M,rep,SC,Republican
918,Elliott,John,1773-10-24,M,sen,GA,Republican
919,Ervin,James,1778-10-17,M,rep,SC,Republican
920,Fay,John,1773-02-10,M,rep,NY,Republican
921,Folger,Walter,1765-06-12,M,rep,MA,Republican
922,Ford,William,,M,rep,NY,Republican
