,last_name,first_name,birthday,gender,type,state,party
387,Wadsworth,Peleg,1748-05-06,M,rep,MA,Federalist
401,Broom,James,,M,rep,DE,Federalist
411,Elliott,James,1775-08-18,M,rep,VT,Federalist
415,Goodrich,Chauncey,1759-10-20,M,sen,CT,Federalist
423,Kelly,James,1760-07-17,M,rep,PA,Federalist
455,Allen,Joseph,1749-09-02,M,rep,MA,Federalist
458,Blaisdell,Daniel,1762-01-22,M,rep,NH,Federalist
463,Campbell,John,1765-09-11,M,rep,MD,Federalist
464,Chamberlain,John,1772-06-05,M,rep,NH,Federalist
465,Chamberlain,William,1755-04-27,M,rep,VT,Federalist
466,Champlin,Christopher,1768-04-12,M,sen,RI,Federalist
471,Gardenier,Barent,1776-07-28,M,rep,NY,Federalist
476,Haven,Nathaniel,1762-07-19,M,rep,NH,Federalist
479,Hillhouse,James,1754-10-20,M,sen,CT,Federalist
482,Hubbard,Jonathan,1768-05-07,M,rep,VT,Federalist
483,Jenkins,Robert,1769-07-10,M,rep,PA,Federalist
486,Knickerbocker,Herman,1779-07-27,M,rep,NY,Federalist
489,Livermore,Edward,1762-04-05,M,rep,MA,Federalist
492,Malbone,Francis,1759-03-20,M,sen,RI,Federalist
494,Mathews,Vincent,1766-06-29,M,rep,NY,Federalist
501,Pickman,Benjamin,1763-09-30,M,rep,MA,Federalist
510,Stanly,John,1774-04-09,M,rep,NC,Federalist
511,Stedman,William,1765-01-21,M,rep,MA,Federalist
512,Swoope,Jacob,,M,rep,VA,Federalist
514,Upham,Jabez,1764-08-23,M,rep,MA,Federalist
516,Van Rensselaer,Killian,1763-06-09,M,rep,NY,Federalist
519,Wilson,James,1766-08-16,M,rep,NH,Federalist
525,Baker,John,,M,rep,VA,Federalist
527,Bayard,James,1767-07-28,M,sen,DE,Federalist
529,Bleecker,Harmanus,1779-10-09,M,rep,NY,Federalist
534,Chittenden,Martin,1763-03-12,M,rep,VT,Federalist
541,Emott,James,1771-03-09,M,rep,NY,Federalist
542,Fitch,Asa,1765-11-10,M,rep,NY,Federalist
551,Key,Philip,1757-04-12,M,rep,MD,Federalist
553,Livingston,Robert,,M,rep,NY,Federalist
555,McBryde,Archibald,1766-09-28,M,rep,NC,Federalist
557,Milnor,James,1773-06-20,M,rep,PA,Federalist
564,Quincy,Josiah,1772-02-04,M,rep,MA,Federalist
572,Sullivan,George,1771-08-29,M,rep,NH,Federalist
579,White,Leonard,1767-05-03,M,rep,MA,Federalist
582,Wilson,Thomas,1765-09-11,M,rep,VA,Federalist
588,Bayly,Thomas,1775-03-26,M,rep,VA,Federalist
590,Benson,Egbert,1746-06-21,M,rep,NY,Federalist
592,Bigelow,Abijah,1775-12-05,M,rep,MA,Federalist
597,Bowers,John,1772-09-25,M,rep,NY,Federalist
598,Boyd,Alexander,1764-09-14,M,rep,NY,Federalist
602,Caperton,Hugh,1781-04-17,M,rep,VA,Federalist
605,Coxe,William,1762-05-03,M,rep,NJ,Federalist
607,Daggett,David,1764-12-31,M,sen,CT,Federalist
610,Davis,Samuel,,M,rep,MA,Federalist
613,Dewey,Daniel,1766-01-29,M,rep,MA,Federalist
615,Ely,William,1765-08-14,M,rep,MA,Federalist
621,Geddes,James,1763-07-22,M,rep,NY,Federalist
622,Gloninger,John,1758-09-19,M,rep,PA,Federalist
628,Henderson,Samuel,1764-11-27,M,rep,PA,Federalist
630,Hopkins,Samuel,1772-05-09,M,rep,NY,Federalist
631,Howell,Nathaniel,1770-01-01,M,rep,NY,Federalist
633,Hufty,Jacob,,M,rep,NJ,Federalist
636,Jackson,Richard,1764-07-03,M,rep,RI,Federalist
641,Markell,Jacob,1770-05-08,M,rep,NY,Federalist
642,Mason,Jeremiah,1768-04-27,M,sen,NH,Federalist
644,Miller,Morris,1779-07-31,M,rep,NY,Federalist
645,Pearson,Joseph,,M,rep,NC,Federalist
646,Post,Jotham,1771-04-04,M,rep,NY,Federalist
647,Potter,Elisha,1764-11-05,M,rep,RI,Federalist
649,Reed,William,1776-06-06,M,rep,MA,Federalist
651,Schureman,James,1756-02-12,M,rep,NJ,Federalist
652,Sherwood,Samuel,1779-04-24,M,rep,NY,Federalist
653,Shipherd,Zebulon,1768-11-15,M,rep,NY,Federalist
655,Slaymaker,Amos,1755-03-11,M,rep,PA,Federalist
658,Smith,Samuel,1765-11-11,M,rep,NH,Federalist
659,Stockton,Richard,1764-04-17,M,rep,NJ,Federalist
663,Thompson,Joel,1760-10-03,M,rep,NY,Federalist
664,Wells,William,1769-01-07,M,sen,DE,Federalist
665,White,Francis,,M,rep,VA,Federalist
668,Winter,Elisha,1781-07-15,M,rep,NY,Federalist
674,Thompson,Thomas,1766-03-15,M,sen,NH,Federalist
679,Atherton,Charles,1773-08-14,M,rep,NH,Federalist
681,Baer,George,,M,rep,MD,Federalist
686,Bradbury,George,1770-10-10,M,rep,MA,Federalist
687,Breckinridge,James,1763-03-07,M,rep,VA,Federalist
688,Brigham,Elijah,1751-07-07,M,rep,MA,Federalist
690,Brown,Benjamin,1756-09-23,M,rep,MA,Federalist
692,Cady,Daniel,1773-04-29,M,rep,NY,Federalist
695,Carr,James,1777-09-09,M,rep,MA,Federalist
696,Champion,Epaphroditus,1756-04-06,M,rep,CT,Federalist
698,Chipman,Daniel,1765-10-22,M,rep,VT,Federalist
699,Cilley,Bradbury,1760-02-01,M,rep,NH,Federalist
706,Cooper,Thomas,,M,rep,DE,Federalist
709,Dana,Samuel,1760-02-13,M,sen,CT,Federalist
710,Davenport,John,1752-01-16,M,rep,CT,Federalist
716,Gaston,William,1778-09-19,M,rep,NC,Federalist
719,Gold,Thomas,1764-11-04,M,rep,NY,Federalist
720,Goldsborough,Charles,1765-07-15,M,rep,MD,Federalist
721,Gore,Christopher,1758-09-21,M,sen,MA,Federalist
723,Grosvenor,Thomas,1778-12-20,M,rep,NY,Federalist
725,Hale,William,1765-08-06,M,rep,NH,Federalist
730,Horsey,Outerbridge,1777-03-05,M,sen,DE,Federalist
731,Huger,Benjamin,,M,rep,SC,Federalist
732,Hulbert,John,1770-06-01,M,rep,MA,Federalist
734,Hunter,William,1774-11-26,M,sen,RI,Federalist
737,Jewett,Luther,1772-12-24,M,rep,VT,Federalist
738,Kent,Moss,1766-04-03,M,rep,NY,Federalist
741,King,Cyrus,1772-09-06,M,rep,MA,Federalist
742,Langdon,Chauncey,1763-11-08,M,rep,VT,Federalist
744,Law,Lyman,1770-08-19,M,rep,CT,Federalist
745,Lewis,Joseph,,M,rep,VA,Federalist
747,Lovett,John,1761-02-20,M,rep,NY,Federalist
749,Lyon,Asa,1763-12-31,M,rep,VT,Federalist
750,Marsh,Charles,1765-07-10,M,rep,VT,Federalist
754,Moffitt,Hosea,1757-11-17,M,rep,NY,Federalist
758,Noyes,John,1764-04-02,M,rep,VT,Federalist
760,Pickering,Timothy,1745-07-17,M,rep,MA,Federalist
767,Sheffey,Daniel,,M,rep,VA,Federalist
768,Smith,Thomas,,M,rep,PA,Federalist
769,Smith,William,1755-11-08,M,rep,NY,Federalist
771,Stearns,Asahel,1774-06-17,M,rep,MA,Federalist
773,Sturges,Lewis,1763-03-15,M,rep,CT,Federalist
774,Taggart,Samuel,1754-03-24,M,rep,MA,Federalist
775,Tallmadge,Benjamin,1754-02-25,M,rep,CT,Federalist
776,Tate,Magnus,,M,rep,VA,Federalist
782,Tichenor,Isaac,1754-02-08,M,sen,VT,Federalist
783,Vose,Roger,1763-02-24,M,rep,NH,Federalist
784,Ward,Artemas,1762-01-09,M,rep,MA,Federalist
787,Wheaton,Laban,1754-03-13,M,rep,MA,Federalist
788,Wilcox,Jeduthun,1768-11-18,M,rep,NH,Federalist
793,Woods,John,,M,rep,PA,Federalist
797,Ashmun,Eli,1770-06-24,M,sen,MA,Federalist
798,Hanson,Alexander,1786-02-27,M,sen,MD,Federalist
799,Hardin,Martin,1780-06-21,M,sen,KY,Federalist
800,Harper,Robert,,M,sen,MD,Federalist
810,Boss,John,1780-09-07,M,rep,RI,Federalist
812,Burrill,James,1772-04-25,M,sen,RI,Federalist
815,Colston,Edward,1786-12-25,M,rep,VA,Federalist
819,Cushman,John,1784-03-08,M,rep,NY,Federalist
820,Darlington,Isaac,1781-12-13,M,rep,PA,Federalist
832,Herbert,John,1775-08-16,M,rep,MD,Federalist
835,Holmes,Uriel,1764-08-26,M,rep,CT,Federalist
836,Hopkinson,Joseph,1770-11-12,M,rep,PA,Federalist
838,Huntington,Ebenezer,1754-12-26,M,rep,CT,Federalist
846,Mason,James,,M,rep,RI,Federalist
852,Ogden,David,1770-01-10,M,rep,NY,Federalist
854,Orr,Benjamin,1772-12-01,M,rep,MA,Federalist
855,Otis,Harrison,1765-10-08,M,sen,MA,Federalist
857,Pawling,Levi,1773-07-25,M,rep,PA,Federalist
859,Pitkin,Timothy,1766-01-21,M,rep,CT,Federalist
862,Rice,Thomas,1768-03-30,M,rep,MA,Federalist
865,Ruggles,Nathaniel,1761-11-11,M,rep,MA,Federalist
867,Schuyler,Philip,1768-01-21,M,rep,NY,Federalist
870,Sherwood,Samuel,1767-11-26,M,rep,CT,Federalist
874,Stewart,James,1775-11-11,M,rep,NC,Federalist
876,Strong,Solomon,1780-03-02,M,rep,MA,Federalist
877,Stuart,Philip,,M,rep,MD,Federalist
879,Terry,Nathaniel,1768-01-30,M,rep,CT,Federalist
882,Westerlo,Rensselaer,1776-04-29,M,rep,NY,Federalist
886,Williams,Thomas,1777-06-26,M,rep,CT,Federalist
887,Wilson,John,1777-01-10,M,rep,MA,Federalist
890,Mellen,Prentiss,1764-10-11,M,sen,MA,Federalist
892,Adams,Benjamin,1764-12-16,M,rep,MA,Federalist
914,Davidson,William,1778-09-12,M,rep,NC,Federalist
936,Kendall,Jonas,1757-10-27,M,rep,MA,Federalist
937,King,Rufus,1755-03-24,M,sen,NY,Federalist
947,Mason,Jonathan,1756-09-12,M,rep,MA,Federalist
949,McCullough,Thomas,1785-04-20,M,rep,PA,Federalist
963,Pindall,James,,M,rep,VA,Federalist
974,Slocumb,Jesse,,M,rep,NC,Federalist
980,Street,Randall,,M,rep,NY,Federalist
1001,Bayly,Thomas,1775-09-13,M,rep,MD,Federalist
1002,Bigelow,Lewis,1785-08-18,M,rep,MA,Federalist
1014,Colden,Cadwallader,1769-04-04,M,rep,NY,Federalist
1018,Dane,Joseph,1778-10-25,M,rep,ME,Federalist
1025,Forrest,Thomas,,M,rep,PA,Federalist
1026,Gebhard,John,1782-02-22,M,rep,NY,Federalist
1037,Kirkland,Joseph,1770-01-18,M,rep,NY,Federalist
1040,McSherry,James,1776-07-29,M,rep,PA,Federalist
1041,Milnor,William,1769-06-26,M,rep,PA,Federalist
1050,Patterson,Walter,,M,rep,NY,Federalist
1051,Phillips,John,,M,rep,PA,Federalist
1058,Ruggles,Charles,1789-02-10,M,rep,NY,Federalist
1064,Sterling,Micah,1784-11-05,M,rep,NY,Federalist
1067,Van Rensselaer,Solomon,1774-08-06,M,rep,NY,Federalist
1068,Van Swearingen,Thomas,1784-05-05,M,rep,VA,Federalist
1072,Whitman,Ezekiel,1776-03-09,M,rep,ME,Federalist
1075,Worman,Ludwig,,M,rep,PA,Federalist
1142,Stephenson,James,1764-03-20,M,rep,VA,Federalist
1436,Storrs,Henry,1787-09-03,M,rep,NY,Federalist
