,last_name,first_name,birthday,gender,type,state,party
1980,Lawrence,Abbott,1792-12-16,M,rep,MA,Whig
1985,Marvin,Richard,1803-12-23,M,rep,NY,Whig
1986,McCarty,William,,M,rep,VA,Whig
1989,Mercer,Charles,1778-06-16,M,rep,VA,Whig
1990,Mitchell,Charles,1806-02-18,M,rep,NY,Whig
1991,Monroe,James,1799-09-10,M,rep,NY,Whig
1994,Naylor,Charles,1806-10-06,M,rep,PA,Whig
1995,Palen,Rufus,1807-02-25,M,rep,NY,Whig
1998,Peck,Luther,,M,rep,NY,Whig
2003,Rariden,James,1795-02-14,M,rep,IN,Whig
2004,Reed,John,1781-09-02,M,rep,MA,Whig
2009,Russell,David,,M,rep,NY,Whig
2015,Southard,Samuel,1787-06-09,M,sen,NJ,Whig
2016,Storrs,William,1795-03-25,M,rep,CT,Whig
2019,Tallmadge,Nathaniel,1795-02-08,M,sen,NY,Whig
2022,Thompson,Waddy,1798-01-08,M,rep,SC,Whig
2026,Wagner,Peter,1795-08-14,M,rep,NY,Whig
2028,Williams,Sherrod,,M,rep,KY,Whig
2031,Graham,William,1804-09-05,M,sen,NC,Whig
2032,Porter,Augustus,1798-01-18,M,sen,MI,Whig
2035,Alford,Julius,1799-05-10,M,rep,GA,Whig
2036,Allen,Elisha,1804-01-28,M,rep,ME,Whig
2037,Andrews,Landaff,1803-02-12,M,rep,KY,Whig
2038,Andrews,Sherlock,1801-11-17,M,rep,OH,Whig
2039,Appleton,Nathan,1779-10-06,M,rep,MA,Whig
2040,Archer,William,1789-03-05,M,sen,VA,Whig
2041,Arnold,Thomas,1798-05-03,M,rep,TN,Whig
2042,Aycrigg,John,1798-07-09,M,rep,NJ,Whig
2043,Babcock,Alfred,1805-04-15,M,rep,NY,Whig
2045,Barrow,Alexander,1801-03-27,M,sen,LA,Whig
2046,Barton,Richard,,M,rep,VA,Whig
2047,Bates,Isaac,1779-01-23,M,sen,MA,Whig
2048,Bayard,Richard,1796-09-26,M,sen,DE,Whig
2050,Birdseye,Victory,1782-12-25,M,rep,NY,Whig
2051,Black,Henry,1783-02-25,M,rep,PA,Whig
2052,Blair,Bernard,1801-05-24,M,rep,NY,Whig
2053,Boardman,William,1794-10-10,M,rep,CT,Whig
2054,Borden,Nathaniel,1801-04-15,M,rep,MA,Whig
2057,Briggs,George,1796-04-12,M,rep,MA,Whig
2058,Brockway,John,1801-01-31,M,rep,CT,Whig
2059,Bronson,David,1800-02-08,M,rep,ME,Whig
2061,Butler,William,1790-02-01,M,rep,SC,Whig
2065,Calhoun,William,1796-12-29,M,rep,MA,Whig
2066,Campbell,Thomas,,M,rep,TN,Whig
2067,Caruthers,Robert,1800-07-31,M,rep,TN,Whig
2070,Childs,Timothy,,M,rep,NY,Whig
2071,Chittenden,Thomas,1788-08-30,M,rep,NY,Whig
2072,Choate,Rufus,1799-10-01,M,sen,MA,Whig
2073,Clark,John,1793-01-14,M,rep,NY,Whig
2074,Clarke,Staley,1794-05-24,M,rep,NY,Whig
2075,Clayton,Thomas,,M,sen,DE,Whig
2077,Cowen,Benjamin,1793-09-27,M,rep,OH,Whig
2078,Cravens,James,1802-08-02,M,rep,IN,Whig
2079,Crawford,George,1798-12-22,M,rep,GA,Whig
2080,Cushing,Caleb,1800-01-17,M,rep,MA,Whig
2085,Edwards,John,,M,rep,PA,Whig
2088,Evans,George,1797-01-12,M,sen,ME,Whig
2089,Everett,Horace,1779-07-17,M,rep,VT,Whig
2093,Foster,A.,1802-09-17,M,rep,NY,Whig
2094,Foster,Thomas,1790-11-23,M,rep,GA,Whig
2096,Gamble,Roger,,M,rep,GA,Whig
2097,Gates,Seth,1800-10-10,M,rep,NY,Whig
2099,Goode,Patrick,1798-05-10,M,rep,OH,Whig
2100,Granger,Francis,1792-12-01,M,rep,NY,Whig
2101,Greig,John,1779-08-06,M,rep,NY,Whig
2103,Habersham,Richard,,M,rep,GA,Whig
2104,Hall,Hiland,1795-07-20,M,rep,VT,Whig
2105,Halstead,William,1794-06-04,M,rep,NJ,Whig
2108,Hastings,William,1798-06-03,M,rep,MA,Whig
2110,Henry,Thomas,,M,rep,PA,Whig
2113,Hunt,Hiram,1796-05-23,M,rep,NY,Whig
2114,Irwin,William,,M,rep,PA,Whig
2116,James,Francis,1799-04-04,M,rep,PA,Whig
2117,Johnson,William,1806-01-14,M,rep,MD,Whig
2118,Jones,Isaac,1806-11-01,M,rep,MD,Whig
2120,Kerr,John,1780-01-15,M,sen,MD,Whig
2121,Lawrence,Joseph,,M,rep,PA,Whig
2122,Lincoln,Levi,1782-10-25,M,rep,MA,Whig
2123,Linn,Archibald,1802-10-15,M,rep,NY,Whig
2125,Mallory,Francis,1807-12-12,M,rep,VA,Whig
2128,Marshall,Thomas,1801-06-07,M,rep,KY,Whig
2130,Mason,Samson,1793-07-24,M,rep,OH,Whig
2131,Mathiot,Joshua,1800-04-04,M,rep,OH,Whig
2132,Mattocks,John,1777-03-04,M,rep,VT,Whig
2133,Maxwell,John,1804-09-03,M,rep,NJ,Whig
2134,Maynard,John,,M,rep,NY,Whig
2137,McKennan,Thomas,1794-03-31,M,rep,PA,Whig
2141,Meriwether,James,1806-09-20,M,rep,GA,Whig
2143,Mitchell,Anderson,1800-06-13,M,rep,NC,Whig
2144,Morehead,James,1797-05-24,M,sen,KY,Whig
2145,Morgan,Christopher,1808-06-04,M,rep,NY,Whig
2146,Morris,Calvary,1798-01-15,M,rep,OH,Whig
2147,Morrow,Jeremiah,1771-10-06,M,rep,OH,Whig
2149,Nisbet,Eugenius,1803-12-07,M,rep,GA,Whig
2150,Ogle,Charles,,M,rep,PA,Whig
2152,Osborne,Thomas,1798-07-08,M,rep,CT,Whig
2153,Owsley,Bryan,1798-08-19,M,rep,KY,Whig
2155,Pendleton,Nathanael,1793-08-25,M,rep,OH,Whig
2158,Pope,John,,M,rep,KY,Whig
2159,Powell,Cuthbert,1775-03-04,M,rep,VA,Whig
2160,Proffit,George,1807-09-04,M,rep,IN,Whig
2161,Ramsey,Robert,1780-02-15,M,rep,PA,Whig
2162,Randall,Alexander,1803-01-03,M,rep,MD,Whig
2163,Randall,Benjamin,1789-11-14,M,rep,ME,Whig
2164,Randolph,Joseph,1803-03-14,M,rep,NJ,Whig
2165,Rencher,Abraham,1798-08-12,M,rep,NC,Whig
2167,Ridgway,Joseph,1783-05-06,M,rep,OH,Whig
2169,Rives,William,1793-05-04,M,sen,VA,Whig
2172,Russell,James,1786-11-10,M,rep,PA,Whig
2173,Russell,William,,M,rep,OH,Whig
2174,Saltonstall,Leverett,1783-06-13,M,rep,MA,Whig
2176,Sergeant,John,1779-12-05,M,rep,PA,Whig
2180,Simonton,William,1788-02-12,M,rep,PA,Whig
2181,Slade,William,1786-05-09,M,rep,VT,Whig
2183,Sprigg,James,,M,rep,KY,Whig
2184,Stokely,Samuel,1796-01-25,M,rep,OH,Whig
2185,Stratton,Charles,1796-03-06,M,rep,NJ,Whig
2186,Stuart,Alexander,1807-04-02,M,rep,VA,Whig
2189,Taliaferro,John,,M,rep,VA,Whig
2190,Tillinghast,Joseph,,M,rep,RI,Whig
2191,Toland,George,1796-02-08,M,rep,PA,Whig
2192,Tomlinson,Thomas,,M,rep,NY,Whig
2193,Triplett,Philip,1799-12-24,M,rep,KY,Whig
2195,Trumbull,Joseph,1782-12-07,M,rep,CT,Whig
2197,Van Rensselaer,Henry,1810-05-14,M,rep,NY,Whig
2199,Wallace,David,1799-04-24,M,rep,IN,Whig
2201,Warren,Lott,1797-10-30,M,rep,GA,Whig
2202,Washington,William,1813-02-07,M,rep,NC,Whig
2205,White,Edward,,M,rep,LA,Whig
2206,White,Joseph,,M,rep,IN,Whig
2208,Williams,Joseph,1810-10-23,M,rep,TN,Whig
2209,Williams,Lewis,1782-02-01,M,rep,NC,Whig
2210,Williams,Thomas,1789-09-28,M,rep,CT,Whig
2211,Woodbridge,William,1780-08-20,M,sen,MI,Whig
2213,Yorke,Thomas,1801-03-25,M,rep,NJ,Whig
2214,Young,Augustus,1784-03-20,M,rep,VT,Whig
2215,Young,John,1802-06-12,M,rep,NY,Whig
2216,Crafts,Samuel,1768-10-06,M,sen,VT,Whig
2218,Sprague,William,1799-11-03,M,sen,RI,Whig
2222,Ashe,John,,M,rep,TN,Whig
2224,Baker,Osmyn,1800-05-18,M,rep,MA,Whig
2225,Barnard,Daniel,1797-07-16,M,rep,NY,Whig
2234,Brengle,Francis,1807-11-26,M,rep,MD,Whig
2237,Brown,Jeremiah,1785-04-14,M,rep,PA,Whig
2239,Burnell,Barker,1798-01-30,M,rep,MA,Whig
2245,Causin,John,,M,rep,MD,Whig
2246,Chappell,Absalom,1801-12-18,M,rep,GA,Whig
2247,Chilton,Samuel,1804-09-07,M,rep,VA,Whig
2248,Clinch,Duncan,1787-04-06,M,rep,GA,Whig
2257,Dellet,James,1788-02-18,M,rep,AL,Whig
2258,Dickinson,David,1808-06-10,M,rep,TN,Whig
2263,Florence,Elias,1797-02-15,M,rep,OH,Whig
2264,Foster,Ephraim,1794-09-17,M,sen,TN,Whig
2265,Frick,Henry,1795-03-17,M,rep,PA,Whig
2269,Green,Willis,,M,rep,KY,Whig
2270,Hamlin,Edward,1808-07-06,M,rep,OH,Whig
2273,Hardin,John,1810-01-06,M,rep,IL,Whig
2280,Irvin,James,1800-02-18,M,rep,PA,Whig
2281,Jarnagin,Spencer,,M,sen,TN,Whig
2282,Jenks,Michael,1795-05-21,M,rep,PA,Whig
2284,Johnson,Perley,1798-09-08,M,rep,OH,Whig
2286,Kennedy,John,1795-10-25,M,rep,MD,Whig
2297,Newton,Willoughby,1802-12-02,M,rep,VA,Whig
2300,Patterson,Thomas,1805-04-10,M,rep,NY,Whig
2303,Preston,Jacob,1796-03-12,M,rep,MD,Whig
2305,Rayner,Kenneth,1808-06-20,M,rep,NC,Whig
2308,Reed,Charles,1803-04-03,M,rep,PA,Whig
2310,Rodney,George,1803-04-02,M,rep,DE,Whig
2311,Rogers,Charles,1800-04-30,M,rep,NY,Whig
2313,Sample,Samuel,1796-08-15,M,rep,IN,Whig
2316,Senter,William,1801-05-12,M,rep,TN,Whig
2321,Spence,Thomas,1810-02-20,M,rep,MD,Whig
2328,Summers,George,1804-03-04,M,rep,VA,Whig
2330,Tyler,Asher,1798-05-10,M,rep,NY,Whig
2331,Vanmeter,John,,M,rep,OH,Whig
2332,Wethered,John,1809-05-08,M,rep,MD,Whig
2334,White,John,1802-02-14,M,rep,KY,Whig
2342,Johnson,Henry,1783-09-14,M,sen,LA,Whig
2345,Arnold,Lemuel,1792-01-29,M,rep,RI,Whig
2346,Bell,Joshua,1811-11-26,M,rep,KY,Whig
2351,Brown,Milton,1804-02-28,M,rep,TN,Whig
2352,Buffington,Joseph,1803-11-27,M,rep,PA,Whig
2355,Carroll,Charles,1794-05-04,M,rep,NY,Whig
2364,Cranston,Henry,1789-10-09,M,rep,RI,Whig
2366,Culver,Erastus,1803-03-15,M,rep,NY,Whig
2369,Darragh,Cornelius,,M,rep,PA,Whig
2372,Dayton,William,1807-02-17,M,sen,NJ,Whig
2381,Ewing,Edwin,1809-12-02,M,rep,TN,Whig
2382,Ewing,John,1796-10-05,M,rep,PA,Whig
2387,Graham,James,1793-01-07,M,rep,NC,Whig
2388,Greene,Albert,1792-04-15,M,sen,RI,Whig
2391,Henry,John,1800-11-01,M,rep,IL,Whig
2392,Herrick,Richard,1791-03-23,M,rep,NY,Whig
2398,Huntington,Jabez,1788-11-08,M,sen,CT,Whig
2405,Lewis,Abner,1801-08-17,M,rep,NY,Whig
2406,Long,Edward,1808-09-28,M,rep,MD,Whig
2415,McHenry,John,1797-10-13,M,rep,KY,Whig
2418,Moseley,William,1798-10-20,M,rep,NY,Whig
2420,Newton,Thomas,1804-01-18,M,rep,AR,Whig
2428,Peyton,Joseph,1808-05-20,M,rep,TN,Whig
2432,Ripley,Thomas,1807-01-02,M,rep,NY,Whig
2435,Runk,John,1791-07-03,M,rep,NJ,Whig
2438,Severance,Luther,1797-10-26,M,rep,ME,Whig
2440,Smith,Albert,1805-06-22,M,rep,NY,Whig
2449,Thomasson,William,1797-10-08,M,rep,KY,Whig
2451,Tilden,Daniel,1804-11-05,M,rep,OH,Whig
2454,Trumbo,Andrew,1797-09-15,M,rep,KY,Whig
2456,Vance,Joseph,1786-03-21,M,rep,OH,Whig
2457,Webster,Daniel,1782-01-18,M,sen,MA,Whig
2463,Wright,Samuel,1781-11-18,M,rep,NJ,Whig
2467,Young,Bryan,1800-01-14,M,rep,KY,Whig
2469,Abbott,Amos,1786-09-10,M,rep,MA,Whig
2470,Adams,John,1767-07-11,M,rep,MA,Whig
2473,Baldwin,Roger,1793-01-04,M,sen,CT,Whig
2474,Barringer,Daniel,1806-07-30,M,rep,NC,Whig
2475,Barrow,Washington,1807-10-05,M,rep,TN,Whig
2477,Belcher,Hiram,1790-02-23,M,rep,ME,Whig
2478,Berrien,John,1781-08-23,M,sen,GA,Whig
2481,Blackmar,Esbon,1805-06-19,M,rep,NY,Whig
2482,Blanchard,John,1787-09-30,M,rep,PA,Whig
2483,Botts,John,1802-09-16,M,rep,VA,Whig
2486,Brady,Jasper,1797-03-04,M,rep,PA,Whig
2488,Buckner,Aylette,1806-07-21,M,rep,KY,Whig
2490,Canby,Richard,1808-09-30,M,rep,OH,Whig
2491,Chapman,John,1798-07-05,M,rep,MD,Whig
2496,Clarke,John,1789-04-01,M,sen,RI,Whig
2497,Cocke,William,1815-07-16,M,rep,TN,Whig
2499,Cranston,Robert,1791-01-14,M,rep,RI,Whig
2500,Crozier,John,1812-02-10,M,rep,TN,Whig
2503,Davis,John,1787-01-13,M,sen,MA,Whig
2504,Dickey,John,1794-06-23,M,rep,PA,Whig
2505,Donnell,Richard,1820-09-20,M,rep,NC,Whig
2508,Duncan,Daniel,1806-07-22,M,rep,OH,Whig
2509,Duncan,William,1800-03-02,M,rep,KY,Whig
2510,Eckert,George,1802-07-04,M,rep,PA,Whig
2512,Edwards,Thomas,1810-03-29,M,rep,OH,Whig
2513,Embree,Elisha,1801-09-28,M,rep,IN,Whig
2515,Farrelly,John,1809-07-07,M,rep,PA,Whig
2517,Fisher,David,1794-12-03,M,rep,OH,Whig
2518,Flournoy,Thomas,1811-12-15,M,rep,VA,Whig
2522,Fulton,Andrew,1800-09-29,M,rep,VA,Whig
2523,Gaines,John,1795-09-22,M,rep,KY,Whig
2524,Gayle,John,1792-09-11,M,rep,AL,Whig
2525,Goggin,William,1807-05-31,M,rep,VA,Whig
2526,Greeley,Horace,1811-02-03,M,rep,NY,Whig
2527,Gregory,Dudley,1800-02-05,M,rep,NJ,Whig
2528,Hale,Artemas,1783-10-20,M,rep,MA,Whig
2529,Hall,Nathan,1810-03-28,M,rep,NY,Whig
2531,Hampton,James,1814-06-13,M,rep,NJ,Whig
2532,Haskell,William,1818-07-21,M,rep,TN,Whig
2535,Holley,John,1802-11-10,M,rep,NY,Whig
2536,Holmes,Elias,1807-05-22,M,rep,NY,Whig
2537,Hornbeck,John,1804-01-24,M,rep,PA,Whig
2538,Hubbard,Samuel,1799-08-10,M,rep,CT,Whig
2539,Hudson,Charles,1795-11-14,M,rep,MA,Whig
2540,Hunt,Washington,1811-08-05,M,rep,NY,Whig
2542,Ingersoll,Joseph,1786-06-14,M,rep,PA,Whig
2543,Irvin,Alexander,1800-01-18,M,rep,PA,Whig
2547,Jones,John,1806-04-14,M,rep,GA,Whig
2551,Lawrence,William,1788-05-07,M,rep,NY,Whig
2555,Mangum,Willie,1792-05-10,M,sen,NC,Whig
2556,Marvin,Dudley,1786-05-09,M,rep,NY,Whig
2558,McIlvaine,Abraham,1804-08-14,M,rep,PA,Whig
2560,Miller,Jacob,1800-08-29,M,sen,NJ,Whig
2561,Mullin,Joseph,1811-08-06,M,rep,NY,Whig
2564,Palfrey,John,1796-05-02,M,rep,MA,Whig
2565,Pendleton,John,1802-03-01,M,rep,VA,Whig
2568,Pollock,James,1810-09-11,M,rep,PA,Whig
2569,Preston,William,1805-11-25,M,rep,VA,Whig
2571,Rockwell,John,1803-08-27,M,rep,CT,Whig
2572,Roman,James,1809-08-11,M,rep,MD,Whig
2574,Sherrill,Eliakim,1813-02-16,M,rep,NY,Whig
2577,Slingerland,John,1804-03-01,M,rep,NY,Whig
2578,Smith,Caleb,1808-04-16,M,rep,IN,Whig
2579,Spruance,Presley,1785-09-11,M,sen,DE,Whig
2580,St. John,Daniel,1808-10-08,M,rep,NY,Whig
2582,Stewart,Andrew,1791-06-11,M,rep,PA,Whig
2583,Strohm,John,1793-10-16,M,rep,PA,Whig
2584,Tallmadge,Frederick,1792-08-29,M,rep,NY,Whig
2585,Thibodeaux,Bannon,1812-12-22,M,rep,LA,Whig
2586,Thompson,Richard,1809-06-09,M,rep,IN,Whig
2588,Tompkins,Patrick,,M,rep,MS,Whig
2590,Tweedy,John,1814-11-09,M,rep,WI,Whig
2591,Underwood,Joseph,1791-10-24,M,sen,KY,Whig
2592,Warren,Cornelius,1790-03-15,M,rep,NY,Whig
2601,Metcalfe,Thomas,1780-03-20,M,sen,KY,Whig
2605,Alexander,Henry,1801-09-13,M,rep,NY,Whig
2606,Alston,William,1800-12-31,M,rep,AL,Whig
2607,Anderson,Josiah,1807-11-29,M,rep,TN,Whig
2608,Andrews,George,1808-09-21,M,rep,NY,Whig
2609,Ashmun,George,1804-12-25,M,rep,MA,Whig
2611,Badger,George,1795-04-17,M,sen,NC,Whig
2613,Bell,John,1796-06-19,M,rep,OH,Whig
2614,Bokee,David,1805-10-06,M,rep,NY,Whig
2618,Breck,Daniel,1788-02-12,M,rep,KY,Whig
2622,Bullard,Henry,1788-09-09,M,rep,LA,Whig
2623,Butler,Chester,1798-03-21,M,rep,PA,Whig
2624,Butler,Thomas,1806-08-22,M,rep,CT,Whig
2626,Calvin,Samuel,1811-07-30,M,rep,PA,Whig
2627,Casey,Joseph,1814-12-17,M,rep,PA,Whig
2628,Clarke,Charles,1790-04-08,M,rep,NY,Whig
2629,Clay,Henry,1777-04-12,M,sen,KY,Whig
2631,Cole,Orsamus,1819-08-23,M,rep,WI,Whig
2632,Conger,Harmon,1816-04-09,M,rep,NY,Whig
2633,Conrad,Charles,1804-12-24,M,rep,LA,Whig
2634,Cooper,James,1810-05-08,M,sen,PA,Whig
2635,Crowell,John,1801-09-15,M,rep,OH,Whig
2637,Dawson,William,1798-01-04,M,sen,GA,Whig
2638,Deberry,Edmund,1787-08-14,M,rep,NC,Whig
2639,Dickey,Jesse,1808-02-27,M,rep,PA,Whig
2641,Duer,William,1805-05-25,M,rep,NY,Whig
2642,Eliot,Samuel,1798-03-05,M,rep,MA,Whig
2643,Evans,Nathan,1804-06-24,M,rep,OH,Whig
2646,Freedley,John,1793-05-22,M,rep,PA,Whig
2649,Goodenow,Rufus,1790-04-24,M,rep,ME,Whig
2650,Gott,Daniel,1794-07-10,M,rep,NY,Whig
2651,Gould,Herman,1799-01-16,M,rep,NY,Whig
2652,Grinnell,Joseph,1788-11-17,M,rep,MA,Whig
2654,Halloway,Ransom,,M,rep,NY,Whig
2655,Hampton,Moses,1803-10-28,M,rep,PA,Whig
2658,Hay,Andrew,1809-01-19,M,rep,NJ,Whig
2659,Haymond,Thomas,1794-01-15,M,rep,VA,Whig
2660,Henry,William,1788-03-22,M,rep,VT,Whig
2661,Hilliard,Henry,1808-08-04,M,rep,AL,Whig
2664,Houston,John,1814-05-04,M,rep,DE,Whig
2667,Jackson,William,1794-12-29,M,rep,NY,Whig
2668,Johnson,James,1818-10-30,M,rep,KY,Whig
2670,Kerr,John,1809-03-05,M,rep,MD,Whig
2671,King,Daniel,1801-01-08,M,rep,MA,Whig
2672,King,James,1791-05-08,M,rep,NJ,Whig
2673,King,John,1788-01-03,M,rep,NY,Whig
2674,King,Thomas,1800-08-27,M,rep,GA,Whig
2680,Marsh,George,1801-03-15,M,rep,VT,Whig
2682,McGaughey,Edward,1817-01-16,M,rep,IN,Whig
2683,McKissock,Thomas,1790-04-17,M,rep,NY,Whig
2684,McLean,Finis,1806-02-19,M,rep,KY,Whig
2686,Miller,Daniel,1814-10-04,M,rep,IA,Whig
2688,Morehead,Charles,1802-07-07,M,rep,KY,Whig
2691,Morton,Jackson,1794-08-10,M,sen,FL,Whig
2692,Morton,Jeremiah,1799-09-03,M,rep,VA,Whig
2693,Nelson,William,1784-06-29,M,rep,NY,Whig
2694,Nes,Henry,1799-05-20,M,rep,PA,Whig
2697,Ogle,Andrew,1822-03-25,M,rep,PA,Whig
2698,Otis,John,1801-08-03,M,rep,ME,Whig
2699,Owen,Allen,1816-10-09,M,rep,GA,Whig
2702,Phoenix,Jonas,1788-01-14,M,rep,NY,Whig
2703,Pitman,Charles,,M,rep,PA,Whig
2705,Putnam,Harvey,1793-01-05,M,rep,NY,Whig
2706,Reed,Robert,1807-03-12,M,rep,PA,Whig
2707,Reynolds,Gideon,1813-08-09,M,rep,NY,Whig
2708,Risley,Elijah,1787-05-07,M,rep,NY,Whig
2710,Rose,Robert,1804-10-12,M,rep,NY,Whig
2711,Rumsey,David,1810-12-25,M,rep,NY,Whig
2714,Shepperd,Augustine,1792-02-24,M,rep,NC,Whig
2715,Silvester,Peter,1807-02-17,M,rep,NY,Whig
2716,Smith,Truman,1791-11-27,M,sen,CT,Whig
2718,Sprague,William,1809-02-23,M,rep,MI,Whig
2720,Stewart,David,1800-09-13,M,sen,MD,Whig
2725,Thurman,John,1814-10-06,M,rep,NY,Whig
2727,Underhill,Walter,1795-09-12,M,rep,NY,Whig
2728,Upham,William,1792-08-05,M,sen,VT,Whig
2729,Van Dyke,John,1807-04-03,M,rep,NJ,Whig
2730,Vinton,Samuel,1792-09-25,M,rep,OH,Whig
2733,Wales,John,1783-07-31,M,sen,DE,Whig
2736,White,Hugh,1798-12-25,M,rep,NY,Whig
2738,Wilson,James,1797-03-18,M,rep,NH,Whig
2744,Ewing,Thomas,1789-12-28,M,sen,OH,Whig
2748,Winthrop,Robert,1809-05-12,M,sen,MA,Whig
2749,Fillmore,Millard,1800-01-07,M,rep,NY,Whig
2755,Barrere,Nelson,1808-04-01,M,rep,OH,Whig
2758,Bell,Hiram,1808-04-22,M,rep,OH,Whig
2759,Bibighaus,Thomas,1817-03-17,M,rep,PA,Whig
